Date,strategy_gross,long_gross,short_gross,benchmark_gross,benchmark_net
2022-03-23,1.0303048828913768,0.9783501740049717,0.8993161422983236,0.9561272875122798,0.9544532307562751
2022-03-24,1.04122347412103,0.9845600290421529,0.8983630199363297,0.9581607391399043,0.956483122069829
2022-03-25,1.0473731740152992,0.9888384972221854,0.8997949513961423,0.9600671667041946,0.9583862117229587
2022-03-28,1.0543542842550642,0.9932592585043073,0.9003208837968075,0.9618464732402164,0.9601624029205036
2022-03-29,1.0494025463830152,1.0063551706136824,0.9408710646613201,0.9754455143169167,0.9737376338132598
2022-03-30,1.0512397371300657,1.0019374172525108,0.926938226689563,0.9730306996044868,0.9713270471329517
2022-03-31,1.0378013299475892,0.989987468772021,0.9172525367290092,0.96540508631226,0.9637147853155934
2022-04-01,1.0558304547370387,1.0022283108289292,0.9206881842074828,0.9709972479768623,0.9692971558193977
2022-04-04,1.037914862477932,0.995645850791683,0.9313458002010073,0.9812918210731217,0.9795737044330731
2022-04-05,1.0493500998267438,0.9976384905249227,0.9189742643794587,0.9837066357855516,0.9819842911133815
2022-04-06,1.0636312272960309,0.9976655021259031,0.8973177699107753,0.9722681673647443,0.9705658499897639
2022-04-07,1.0597097397597073,0.9896582177844121,0.8830951299033996,0.9708701269485938,0.9691702573638128
2022-04-08,1.0963450147175733,1.0163919135093913,0.8947664425679923,0.9866297406811873,0.9849022780257076
2022-04-11,1.1170789933413177,1.02450508826064,0.8836807220737093,0.9843420469970257,0.9826185898009842
2022-04-12,1.114436230348179,1.0234012889437865,0.8849180099574948,0.9788770063606919,0.9771631177527649
2022-04-13,1.1105111958920655,1.0214011230851043,0.8858459737914103,0.9798937806569713,0.9781781118071221
2022-04-19,1.1101378328663873,1.023116489586912,0.890738736899613,0.9754455143169167,0.9737376338132598
2022-04-20,1.1034673199347007,1.0290038894432798,0.9157293614440547,0.9829440065808753,0.9812229971750333
2022-04-21,1.0939120808012945,1.0288561604950348,0.9298924326945021,0.9852317002650367,0.9835066853997567
2022-04-22,1.088317355212263,1.015306715341644,0.9042421872143956,0.9692179414408403,0.9675209646218528
2022-04-25,1.07104744174154,0.9945444433857611,0.8781673040022238,0.9524415534119676,0.9507739499056005
2022-04-26,1.071440045500216,0.9953574984900984,0.8796199539709406,0.946722270719097,0.9450646809462114
2022-04-27,1.078984608971522,0.9993969349314112,0.8783273555156672,0.9558730454557429,0.9541994338451055
2022-04-28,1.0944853992227488,1.0114794929553235,0.8852100639008307,0.9646425540725174,0.9629535881724057
2022-04-29,1.0960650030874355,1.01281499420199,0.8861742337616464,0.9723952883930127,0.9706927484453487
2022-05-03,1.112790047959166,1.018214437241404,0.8743450560754731,0.9660405944886681,0.9643491807983569
2022-05-04,1.1120678289426429,1.012941697891136,0.8621500188998961,0.9543478840113239,0.9526769427635696
2022-05-05,1.1082716020955636,1.0097618224436709,0.8599077434718252,0.9520602872920964,0.9503933513340067
2022-05-06,1.1197358363883774,1.0057537475868517,0.8323630345327941,0.9365548186511058,0.9349150307881208
2022-05-09,1.098986013110801,0.9826532815932856,0.8056867469259704,0.9129153495697487,0.911316951397698
2022-05-10,1.1048383955663126,0.9891218435232197,0.8130926473409487,0.919397067537428,0.917787320705114
2022-05-11,1.1238546055041823,1.0112161724725297,0.8398694422449602,0.9336316167905363,0.9319969470806337
2022-05-12,1.117338920306723,1.0015168964923484,0.8253272555786116,0.9228396823888336,0.9138543397384304
2022-05-16,1.1423236878445409,1.0285817900456418,0.8555564579883055,0.9429543296785208,0.9337731382781786
2022-05-17,1.1492931003758478,1.0400655706133077,0.8739075411387104,0.9539725540789236,0.9446840823746177
2022-05-19,1.1359976156290685,1.017194043301928,0.8364688404585102,0.9280926000027658,0.9190561116706409
2022-05-20,1.1499052267094425,1.0272517541686776,0.8406700439542673,0.9344985398752379,0.9253996793176328
