Date,ABBN.SW,ABI.BR,ADS.DE,ADYEN.AS,AI.PA,AIR.PA,ALV.DE,ASML.AS,AZN.L,BAS.DE,BATS.L,BAYN.DE,BHP.L,BNP.PA,BP.L,CS.PA,DG.PA,DGE.L,DTE.DE,ENEL.MI,GSK.L,HSBA.L,IBE.MC,ISP.MI,KER.PA,LIN.DE,LOR.F,MBG.DE,MOH.F,NESN.SW,NG.L,NOVN.SW,NOVO-B.CO,PRU.L,PRX.AS,REL.L,RIO.L,RKT.L,ROG.SW,SAF.PA,SAN.PA,SAP.DE,SHEL.L,SIE.DE,SU.PA,TTE.PA,UBSG.SW,ULVR.L,VOD.L,ZURN.SW
2022-01-17,34.71179321546567,58.42750930786133,248.0303955078125,1788.5999755859375,152.52679443359375,115.10960388183594,215.5672607421875,651.6685791015625,72.0131135375011,63.54416275024414,25.791837006446826,51.140506744384766,19.241058482286498,61.53681182861328,3.2100609263859066,26.758779525756836,95.58841705322266,30.910900739079903,15.364956855773926,6.6741557121276855,13.933683772974744,4.209127484567431,10.045000076293945,2.4749460220336914,669.8143310546875,286.0813293457031,380.9028625488281,68.72647094726562,684.6637573242188,124.40387705449861,9.018603052826016,82.5800733930572,4711.031943274065,10.859414725445237,76.73999786376953,18.494063829139485,44.65672180266807,52.512561270127804,373.43121662149326,112.55999755859375,89.11357879638672,121.8504867553711,15.08019053747702,141.96351623535156,159.6282958984375,48.95876693725586,18.226713754013197,29.976624086447455,0.9921631782087336,436.5092634629106
2022-01-18,34.058307241796356,58.044734954833984,249.55206298828125,1764.0,150.83750915527344,114.2420425415039,214.52288818359375,636.9708251953125,71.79184326916877,63.09654235839844,25.93379416948055,50.4046745300293,19.29642857335086,61.499542236328125,3.232300996811324,26.815034866333008,95.79339599609375,30.714777265640894,15.376520156860352,6.623586177825928,13.905367435317205,4.192495146117826,9.956000328063965,2.4725453853607178,656.4436645507812,280.3567199707031,371.5860900878906,69.07815551757812,665.2855834960938,124.76812233250104,9.085360296654208,82.17378160318961,4671.220107566689,10.730187862857532,74.19999694824219,18.429221958495482,45.15365666100949,52.04992372235924,370.6891655753965,112.05999755859375,88.978271484375,120.29901123046875,15.348961015544084,138.6575164794922,156.24693298339844,49.693023681640625,17.98135981019514,28.838530615564657,1.0158948102757277,435.32028948162673
2022-01-19,34.42079507627173,57.416587829589844,248.96304321289062,1842.800048828125,153.0178680419922,113.49279022216797,212.4816131591797,621.875732421875,71.58084800135701,63.22710037231445,25.676033346104976,50.462764739990234,19.692232906307584,60.93122482299805,3.207159302513352,26.257169723510742,95.84220123291016,30.657184140677963,15.60777473449707,6.623586177825928,13.571554138161371,4.14896701638723,9.996000289916992,2.4331767559051514,669.3228149414062,284.53814697265625,373.70574951171875,68.9485855102539,695.341552734375,122.06076392265508,9.072429232086579,81.23767516321644,4732.553632058997,10.625229179490448,73.0,18.5512293173368,46.73407186403026,52.16447890205977,370.15530303358776,112.18000030517578,88.6593246459961,120.75650024414062,15.27046340010539,140.34939575195312,155.89511108398438,50.520912170410156,17.825341289307314,30.03323781415412,1.0068813613657992,434.6322036079872
2022-01-20,34.80072162049345,57.48529052734375,250.9755401611328,1891.800048828125,154.72677612304688,114.08430480957031,213.43104553222656,635.5804443359375,72.52140447053701,62.891380310058594,25.512456205573905,51.024322509765625,19.936064819576654,59.7293701171875,3.1689357672475382,26.09309196472168,96.50594329833984,30.970699213198447,15.72532844543457,6.810303211212158,13.33752235770358,4.133842853748406,10.220000267028809,2.4499804973602295,670.404296875,286.6786804199219,374.6423645019531,67.74545288085938,700.779296875,123.06451801840902,9.105004410870746,81.13312991682592,4692.914973942823,10.90899527251251,77.70999908447266,18.74399772862765,46.15240254171893,52.68217284153789,369.3898403769426,112.69999694824219,89.80947875976562,122.3079833984375,15.027000817578768,142.838623046875,157.8301239013672,49.949275970458984,17.837891960746994,29.889237858975164,0.9996998361960515,434.64382055182
2022-01-21,33.94033048696898,57.063255310058594,246.0178985595703,1840.5999755859375,152.42857360839844,111.7970962524414,210.48782348632812,624.954345703125,71.6518166460902,61.71636199951172,25.666141392987704,49.97866439819336,19.2713702858043,58.17347717285156,3.1070491992238143,25.79775047302246,95.94957733154297,31.017187809180236,15.499855995178223,6.715000152587891,13.399333048575878,4.0866541190866785,10.145000457763672,2.45046067237854,657.5250854492188,281.5513916015625,368.7269592285156,66.5700912475586,682.1920166015625,122.75478597106242,9.018439625699354,79.52251724775094,4654.921586272892,10.765285466041682,76.45999908447266,18.562105803199533,45.05243914202169,52.74123513975765,364.4502662947371,111.13999938964844,87.89576721191406,120.5376968383789,14.746562577434553,140.52442932128906,154.39010620117188,48.90456008911133,17.625048204158556,29.993670702802692,0.9780654678946551,427.6081995675663
2022-01-24,32.28130732491563,55.44381332397461,236.34799194335938,1678.199951171875,148.02857971191406,105.82275390625,205.645751953125,580.9602661132812,68.45887280469236,59.92586135864258,26.190527065340934,48.41017532348633,18.658328763885017,55.993370056152344,2.975888334366517,25.094558715820312,93.00178527832031,30.479051193215,15.147192001342773,6.664999961853027,13.206786045187117,4.001524330853526,9.970000267028809,2.3683624267578125,637.9606323242188,270.40087890625,364.0932312011719,63.2105827331543,665.2855834960938,119.40475442708002,9.02815532766221,76.24562043043488,4489.687652634574,10.227593289010333,72.4800033569336,18.36797679550792,43.69940832335476,52.88479499124495,347.605589154979,104.0199966430664,85.55677032470703,115.36611938476562,14.334233011442157,133.64016723632812,146.53280639648438,47.224143981933594,16.761243411626044,32.363051163291736,1.0279881084957627,416.70690823040326
2022-01-25,32.494164597219545,56.003257751464844,233.40284729003906,1664.4000244140625,149.38394165039062,106.8086166381836,208.9212646484375,571.52587890625,69.87578436015826,60.92369079589844,26.18165135660676,49.2041015625,18.68243798875256,57.8194465637207,3.11366424948545,25.450843811035156,93.27508544921875,30.59229788619084,15.378446578979492,6.665999889373779,13.25060603015518,4.156036340590749,9.90999984741211,2.389967203140259,633.9296875,272.88983154296875,364.8819580078125,63.69183349609375,663.4070434570312,119.12535907062028,9.077703735227576,76.71507011232954,4610.286921470384,10.142110077896143,69.69999694824219,18.348479537899756,44.24135398446561,52.447479519083295,349.07915096867157,105.87999725341797,87.2288589477539,115.98273468017578,14.907154570818552,134.6903076171875,146.76734924316406,48.3969841003418,17.023228939737592,32.412692543437,1.053859964697117,425.5850161127484
2022-01-26,33.22539337399384,55.944366455078125,238.75318908691406,1746.0,149.658935546875,112.60550689697266,213.43104553222656,586.0250244140625,69.84348500229997,62.770145416259766,25.933000495915433,49.910888671875,19.181283045978446,59.58030319213867,3.2222999021140764,26.09309196472168,94.85635375976562,30.2621857517609,15.617410659790039,6.715000152587891,13.352503802184621,4.251518313448488,10.0,2.46246337890625,645.4324340820312,278.81353759765625,369.121337890625,65.25590515136719,672.30517578125,119.67721769926702,8.991378159964158,77.84992507382964,4557.310814209689,10.501131561275491,70.83999633789062,18.424379673653718,45.127666625090924,51.15933578064772,352.91443198118554,109.23999786376953,88.86228942871094,117.23583984375,15.693821995296288,137.33511352539062,148.23326110839844,50.33365249633789,17.485659230593015,31.451641244598065,1.0397589431912408,432.90770220492595
2022-01-27,32.878510569282476,56.7884407043457,237.72238159179688,1749.199951171875,150.77857971191406,112.80268096923828,217.13380432128906,578.5767822265625,72.56838127945416,63.833251953125,26.091953117933276,50.90814208984375,19.487892023534773,60.09272003173828,3.200457711436845,26.383743286132812,95.23703002929688,30.93313826304934,16.112680435180664,6.8520002365112305,13.717544127696046,4.366453236896775,10.194999694824219,2.5085532665252686,641.991455078125,279.6597900390625,369.9100646972656,65.84821319580078,708.8865356445312,120.12166186382169,9.158826358171579,79.41971239148866,4752.736818174257,10.468329162396468,70.5,18.546806230602506,46.12255805652552,51.08537636995847,358.7716972698794,108.0199966430664,91.71353912353516,110.23431396484375,15.708277453327351,136.61557006835938,147.9205322265625,50.993995666503906,17.368990806931823,31.500883350991277,1.0524470428341235,440.8763980315755
2022-01-28,31.473410966283037,54.98251724243164,231.83209228515625,1726.800048828125,148.5,109.80564880371094,216.27932739257812,562.1907348632812,71.81347130569658,63.88920974731445,25.896896898172532,51.15019226074219,18.955596278192125,58.4902458190918,3.134755468163266,26.186851501464844,94.4073486328125,30.538422557929565,16.077993392944336,6.751999855041504,13.518903644939314,4.274134785072235,10.119999885559082,2.4936699867248535,636.8790893554688,274.6818542480469,363.501708984375,64.6635971069336,710.5672607421875,119.7682304354055,9.091590238278636,79.04823781880823,4710.750757708271,10.1520818536508,70.55999755859375,18.31785001470378,44.49033631110914,49.49418754399844,359.30252181308066,103.94000244140625,91.10462951660156,107.58885192871094,15.47128977699781,134.51528930664062,144.20687866210938,50.50120544433594,17.070846767917928,30.9204076802657,1.0625171897251997,435.437193693327
