Date,ABBN.SW,ABI.BR,ADS.DE,ADYEN.AS,AI.PA,AIR.PA,ALV.DE,ASML.AS,AZN.L,BAS.DE,BATS.L,BAYN.DE,BHP.L,BNP.PA,BP.L,CS.PA,DG.PA,DGE.L,DTE.DE,ENEL.MI,GSK.L,HSBA.L,IBE.MC,ISP.MI,KER.PA,LIN.DE,LOR.F,MBG.DE,MOH.F,NESN.SW,NG.L,NOVN.SW,NOVO-B.CO,PRU.L,PRX.AS,REL.L,RIO.L,RKT.L,ROG.SW,SAF.PA,SAN.PA,SAP.DE,SHEL.L,SIE.DE,SU.PA,TTE.PA,UBSG.SW,ULVR.L,VOD.L,ZURN.SW
2020-10-07,25.131257333767834,52.04975436245282,274.51151894548565,1615.0,130.97299900960087,67.91577048297319,161.54479920629845,316.50368351033217,74.53342575931224,57.40955396779349,23.72622234827321,44.314421659266344,14.46934497023461,29.404762268066406,1.9406150889136167,16.229651983623224,75.15422855493993,24.48847548254842,14.815360566146111,7.230754064648167,12.401486750075147,2.8438541248113016,10.701360424972819,1.6717289260767998,582.4483669658174,200.75334080467758,279.1103754601482,47.645754561962576,408.9752362073613,113.53181514277317,8.368924914447822,81.51526279478819,3210.641377966275,10.20524926150896,78.56817626953125,15.1008771828963,44.94121354318594,66.3017687199628,329.0845785937618,85.3034439086914,81.10224466234462,127.53636932373047,8.735189448996787,107.40630930595657,106.65001598682002,29.151246668416338,12.032544195642455,42.43745894369201,0.9575450808952713,337.9967190136107
2020-10-08,25.345294711754168,52.752001322267176,274.70963783216905,1668.5,131.3674955239412,68.13978647000503,162.5529860155555,320.0298126144871,75.19301067190142,58.976770220809954,23.63230809145798,45.307339650086,14.332541189341034,29.95102310180664,1.9849529502714862,16.432421790545494,75.45095795732719,24.55801295461347,14.799997634918796,7.184110105510959,12.479945976430002,2.8312547317157115,10.701360424972819,1.6986987874981654,575.954503390347,201.2505065713633,279.71320414957506,47.38369533014818,408.6255575341725,114.33407935703883,8.45250860477341,82.95175730176278,3249.2429786475673,10.273276347909343,77.33213806152344,15.145738238149574,44.71501582386774,66.04872413676101,331.43119734850296,86.8381118774414,82.4264040366552,129.45361328125,8.965721282470875,108.97945759284191,106.35306877070799,29.47604165503888,12.054889755547553,42.53920694012938,0.9753129929678773,341.34682237482554
2020-10-09,25.4717522016978,52.930180136739864,279.86107122143045,1703.5,131.71267997398894,67.99723227459214,162.99893014302623,325.8900682613412,75.53971816752255,56.74967413884678,23.41907041928574,45.7133121886903,14.483585831784612,29.684551239013672,1.9927749702704776,16.420254878692155,74.32335916021611,24.44809420426414,14.743665836843908,7.162215676612718,12.649150643811321,2.784121792811657,10.671716003773886,1.7023489542176944,581.2494862493484,201.5487904584455,281.22027587314216,46.762527546080584,414.570126280743,114.7607357092177,8.37891356261028,83.59737977144648,3355.909197265117,10.331219442672584,79.74440002441406,15.223253197039885,45.2130910561284,66.25718475685512,337.4390010509349,88.35285186767578,83.42192968243721,130.1579132080078,9.137384692590532,109.68737036274092,107.49133097749787,29.930745375456464,11.915154894267213,42.7664810363238,0.9731203295625651,336.9614473826597
2020-10-12,25.50241282644204,53.338944991063144,283.6255790396827,1734.0,133.63585048139794,67.19283451159758,164.6469625764185,333.6375149579105,75.73937714444753,56.41973643673078,23.482710987103264,45.35136235976748,14.271409925967022,29.791141510009766,1.948269967539539,16.527723786139052,74.10574008385166,24.29828735561998,14.84096545152497,7.317377919105117,12.475995413225926,2.765552249807265,10.938508829239755,1.6938322640992365,588.8423764140132,203.33857164558492,288.3537801641864,47.56810451604325,417.6173172035709,115.31353566275953,8.425136724746626,83.11798510437801,3433.544344406845,10.32441476211223,81.53865814208984,15.220943589925126,44.41955900893688,65.87567354024691,336.0438535157086,86.69860076904297,83.6055786414414,131.44912719726562,8.879592268612997,110.55260587972725,109.22347185874605,29.660919871360825,11.936614705258123,42.681823491880294,0.9763295504485776,336.40489377752476
2020-10-13,25.45453514003162,51.798207075825985,283.82369792636604,1716.0,133.734474609983,64.84072968648759,161.42846807991896,341.9312846087146,75.42336793901742,56.01761836347717,23.32888998390827,43.776392996719785,14.26305440192305,28.578710556030273,1.902299594267362,16.17693308339816,72.14726393082866,24.33157185663175,14.887055295448315,7.341176081310884,12.514059739977183,2.7317209284478805,11.012618887190728,1.655912176689616,588.6425419216292,201.2505065713633,288.95660885361326,47.43707897304693,417.3675243638926,115.20214918670706,8.357522683980598,82.64219212228855,3445.400790303531,10.059787017079753,82.49559020996094,15.280913970699311,44.16693221509769,65.5673448938988,335.41297194586383,84.98455810546875,84.59144022019505,131.15567016601562,8.785644972090012,109.37274070536385,109.96581232293609,29.191219881731456,11.8807225017279,42.775970567346704,0.9752589077650903,330.45847994502753
2020-10-14,25.567976245436956,51.47328720860775,282.1395940253318,1679.0,133.04410570988748,63.28284187037992,161.9131892495162,338.6038380022679,73.31671308844824,56.16197025632296,22.999724313545943,43.36063629984157,14.31497889170179,28.911794662475586,1.9047461483480301,16.126239809578955,73.01770043034603,24.257378779948617,14.825602520297654,7.358310179699184,12.439203372579136,2.664410311323927,11.136134987078107,1.639892404171339,579.4512282935622,199.56015853756105,291.0665092666072,46.85473417548356,412.0224584325501,114.21822572530999,8.420154858310681,82.46862755508565,3383.699200517842,9.932349800643642,83.6518783569336,15.148034911733253,44.26660832722713,65.59215333511798,334.7816725126256,85.82164764404297,84.17582988841139,131.39044189453125,8.884042632697206,110.51327519295542,110.36172618665306,29.151246668416338,11.800546846999836,43.0902387858097,0.9592331700987089,327.897910906642
2020-10-15,25.146730742067223,49.025924014831844,274.412459502144,1644.5,130.38124642565944,62.916279567775725,157.27934085841534,326.88332670855976,72.28908732024283,54.079221642490864,22.426714804771606,43.15031491310954,14.07035731575459,28.125715255737305,1.8390105817273457,15.39829785786646,71.05921631613494,23.624457967690905,14.359582053747024,7.104148320389226,11.941918404036622,2.6733864700946794,10.88416238211898,1.558982682822076,566.1638125229628,194.33997249261316,287.04765133709486,45.45709444259883,420.0651305206143,112.34992281129536,8.274060419536236,80.30826299286487,3306.829971556935,9.511559081029729,81.6981430053711,14.743097708593707,43.55021296678574,64.29086039800396,322.50812555756744,87.25665283203125,81.83680881289568,127.71243286132812,8.518191620999662,107.50463206368676,107.39235645101004,28.196863048383047,11.600539068437268,42.265644732259865,0.9464672199378595,318.0320024579894
2020-10-16,25.425450216628146,49.70720151099546,281.3470562357813,1626.5,132.94549720616433,65.51275400806148,158.69469475301665,328.3732143793876,73.52770582610665,55.264938992823275,22.80040379874053,43.83508594126103,14.191062294869862,28.605358123779297,1.8748522544613166,15.359771495900592,71.61313986086827,23.994161132683974,14.38006596205011,7.165071276574007,12.297950944384697,2.750847466355313,10.928628018871018,1.5774355799546516,588.8423764140132,197.9692592300252,293.0759696975232,47.9466367802812,431.7044125693552,113.0587276797445,8.443466456891334,81.20946040277747,3343.3871799129242,9.737617966908385,83.27310180664062,15.348088286742348,43.67012080178901,65.51132086109432,325.9743220511636,90.4256362915039,83.15130412017794,129.9427032470703,8.735900420256485,109.09744173475862,107.54082611962463,28.436706537752812,11.808810153560453,42.8433358027649,0.9553383320464263,320.708287845182
2020-10-19,25.257111875800277,49.93254929337059,281.4461468005315,1629.5,132.94549720616433,66.91791475460458,159.45083893146742,327.379955932169,72.46922178447615,54.8628297689991,22.418359901477338,43.36553037982889,13.979046660654431,28.956205368041992,1.857719180403537,15.23608223155228,72.81987286756643,23.71094158286355,14.28788627420342,7.10986051755293,12.16561718527807,2.7733640756490896,10.814993724398738,1.5814912445957026,585.4454425191552,196.08002931661937,292.17169519722313,47.37399365643301,433.7026300773384,112.57965999630888,8.370235036208141,80.93181740750039,3336.088613135442,9.725262318034492,84.72843170166016,15.0687296514846,43.24393916175,64.0936498139954,325.5118823999508,91.26273345947266,82.58105287320794,128.14283752441406,8.692561565215401,108.60583586450649,106.69950325006393,28.191862187239582,12.178911801602583,42.22619245009517,0.9523812776439402,325.96590021034115
2020-10-20,25.180710730966332,50.655757499961204,278.96950510994674,1592.5,129.54294914511726,68.16015585783005,158.61714066876362,323.95321428926496,72.29264441439906,54.57413483273694,22.603877519729842,42.6709751934035,14.014113760579583,29.413646697998047,1.8469297912228038,15.290831142655932,73.45292266069875,23.815475661362836,14.011347210663345,7.2174264356337945,12.057400399617542,2.775059856807625,10.834756340182572,1.6019723167617188,588.4427074292453,194.29021698362143,292.77452388664994,47.2478148773834,429.90606063547557,112.66376276640939,8.399726667132548,80.04275434493661,3334.7559980135297,9.70889132365598,82.53546142578125,15.305375509120433,43.20850482008402,64.17125490591084,320.7343644883933,92.85718536376953,81.78848847775397,124.75830841064453,8.66459574708257,108.88113483511172,106.69950325006393,28.211850898636676,12.495081727889023,42.64769926754573,0.9658001098801439,323.80853696082085
